,Age,Gender,Department,Designation,MonthlySalary,YearsWithCompany,YearsInRole,AppraisalRating,TrainingHours,DoesOvertime,JobSatisfaction,WorkLifeBalance,DistanceFromHome,LeavesTaken,LeftCompany,DistanceGroup,SalaryGroup,TrainingGroup
2677,26,Other,Sales,Sales Associate,53708,2,1,2,43,1,5,2,26.5,15,1,15–30 km,51K-60K,41-45
2678,52,Female,Sales,Sales Associate,108438,3,1,2,59,1,2,2,34.3,0,1,30+km,101K-110K,56-60
2679,31,Other,HR,HR Executive,115897,2,2,3,3,0,4,3,2.2,18,0,0–5 km,111K-120K,0-5
2680,34,Other,Accounts,Accounts Officer,99974,7,1,1,27,0,3,4,7.2,3,0,5–15 km,91K-100K,26-30
2681,29,Female,Accounts,Accounts Officer,65782,4,1,1,35,0,2,4,9.9,9,1,5–15 km,61K-70K,31-35
2682,25,Male,Sales,Sales Associate,115735,8,0,3,28,0,3,3,12.5,2,0,5–15 km,111K-120K,26-30
2683,41,Male,Accounts,Accounts Officer,105680,8,0,5,50,1,1,4,8.0,21,1,5–15 km,101K-110K,46-50
2684,28,Other,Sales,Sales Associate,35123,3,0,2,8,0,5,4,12.6,22,0,5–15 km,31K-40K,6-10
2685,31,Other,IT,Software Engineer,39129,5,0,3,51,1,5,1,22.3,0,1,15–30 km,31K-40K,51-55
2686,29,Male,HR,HR Executive,111252,9,3,4,42,0,2,1,12.0,2,0,5–15 km,111K-120K,41-45
2687,47,Male,HR,HR Executive,28377,10,3,1,26,1,3,2,43.5,16,0,30+km,15K-30K,26-30
2688,31,Other,Sales,Sales Associate,57753,4,2,2,6,0,3,1,23.4,15,0,15–30 km,51K-60K,6-10
2689,59,Female,HR,HR Executive,66147,9,0,4,20,1,4,4,4.8,25,0,0–5 km,61K-70K,16-20
2690,26,Other,Accounts,Accounts Officer,67243,9,3,2,48,0,2,3,25.5,7,1,15–30 km,61K-70K,46-50
2691,27,Male,Sales,Sales Associate,85098,2,2,1,40,0,1,1,17.6,16,1,15–30 km,81K-90K,36-40
2692,22,Female,Accounts,Accounts Officer,83683,2,1,1,54,0,3,2,5.8,21,0,5–15 km,81K-90K,51-55
2693,49,Female,Sales,Sales Associate,92532,8,4,2,57,0,5,3,40.3,22,0,30+km,91K-100K,56-60
2694,40,Male,IT,Software Engineer,119153,9,8,3,21,0,5,3,22.8,12,1,15–30 km,111K-120K,21-25
2695,52,Female,HR,HR Executive,109695,6,5,5,52,0,3,2,14.6,11,0,5–15 km,101K-110K,51-55
2696,33,Other,Admin,Office Assistant,21494,9,3,1,26,1,2,2,4.8,6,1,0–5 km,15K-30K,26-30
2697,60,Female,IT,Software Engineer,46816,10,3,4,58,0,1,1,11.9,14,0,5–15 km,41K-50K,56-60
2698,56,Other,HR,HR Executive,94456,4,3,4,43,1,1,1,8.2,26,1,5–15 km,91K-100K,41-45
2699,42,Male,Sales,Sales Associate,79607,9,9,2,8,1,1,1,7.2,26,0,5–15 km,71K-80K,6-10
2700,36,Other,Accounts,Accounts Officer,47728,8,3,5,24,0,2,3,29.4,2,0,15–30 km,41K-50K,21-25
2701,44,Male,Admin,Office Assistant,26333,2,1,3,58,0,1,4,43.1,1,0,30+km,15K-30K,56-60
2702,40,Other,Accounts,Accounts Officer,76783,6,0,3,14,0,4,2,19.2,6,0,15–30 km,71K-80K,11-15
2703,26,Male,IT,Software Engineer,19361,4,2,5,21,0,4,4,45.2,16,0,30+km,15K-30K,21-25
2704,54,Male,Accounts,Accounts Officer,107251,2,1,2,20,0,2,3,8.2,14,1,5–15 km,101K-110K,16-20
2705,51,Other,Accounts,Accounts Officer,67765,10,8,4,47,0,2,1,22.2,18,0,15–30 km,61K-70K,46-50
2706,50,Female,Sales,Sales Associate,81272,10,7,2,29,1,5,4,6.4,20,1,5–15 km,81K-90K,26-30
2707,56,Other,IT,Software Engineer,104833,8,7,1,49,0,1,1,34.6,10,1,30+km,101K-110K,46-50
2708,25,Other,Accounts,Accounts Officer,59646,6,0,4,41,1,4,1,33.5,1,1,30+km,51K-60K,41-45
2709,41,Female,HR,HR Executive,17864,6,3,1,6,1,1,1,38.3,3,1,30+km,15K-30K,6-10
2710,57,Other,Accounts,Accounts Officer,55047,2,0,3,28,0,4,2,7.7,30,0,5–15 km,51K-60K,26-30
2711,39,Other,HR,HR Executive,58345,10,7,3,56,1,1,3,6.7,11,0,5–15 km,51K-60K,56-60
2712,54,Male,Accounts,Accounts Officer,19557,8,6,5,7,0,2,1,12.8,10,0,5–15 km,15K-30K,6-10
2713,56,Female,HR,HR Executive,119828,8,0,4,46,1,3,2,19.9,13,0,15–30 km,111K-120K,46-50
2714,29,Other,Accounts,Accounts Officer,101697,8,4,5,5,1,1,1,10.0,23,1,5–15 km,101K-110K,0-5
2715,58,Other,HR,HR Executive,77018,3,3,3,50,0,5,3,6.1,14,0,5–15 km,71K-80K,46-50
2716,44,Male,Sales,Sales Associate,15052,6,5,3,6,1,1,3,7.3,8,1,5–15 km,15K-30K,6-10
2717,59,Male,Sales,Sales Associate,119755,6,3,5,35,1,4,1,46.3,16,0,30+km,111K-120K,31-35
2718,33,Male,HR,HR Executive,101819,9,7,4,14,1,2,1,20.2,21,1,15–30 km,101K-110K,11-15
2719,44,Other,Admin,Office Assistant,58138,7,0,4,26,0,5,4,6.6,20,0,5–15 km,51K-60K,26-30
2720,57,Male,IT,Software Engineer,30121,9,3,3,12,0,5,2,5.0,17,0,0–5 km,31K-40K,11-15
2721,37,Other,Admin,Office Assistant,69162,8,3,3,50,0,1,4,15.2,0,0,15–30 km,61K-70K,46-50
2722,50,Male,Sales,Sales Associate,118503,6,4,4,8,0,1,2,45.7,2,0,30+km,111K-120K,6-10
2723,51,Female,Accounts,Accounts Officer,88637,8,3,2,25,0,2,3,27.3,9,0,15–30 km,81K-90K,21-25
2724,51,Male,Accounts,Accounts Officer,89678,2,2,5,51,1,4,1,6.5,15,1,5–15 km,81K-90K,51-55
2725,60,Female,Sales,Sales Associate,25643,10,8,4,11,0,4,3,17.9,5,0,15–30 km,15K-30K,11-15
2726,57,Female,IT,Software Engineer,73709,6,5,5,3,1,4,1,18.5,22,0,15–30 km,71K-80K,0-5
2727,48,Female,Sales,Sales Associate,47284,2,2,5,25,0,4,2,39.3,22,0,30+km,41K-50K,21-25
2728,52,Male,IT,Software Engineer,37712,2,0,5,41,0,4,1,45.0,1,0,30+km,31K-40K,41-45
2729,46,Female,IT,Software Engineer,26904,5,4,5,16,0,3,3,12.4,15,0,5–15 km,15K-30K,16-20
2730,51,Other,Sales,Sales Associate,21503,5,5,3,55,0,2,4,22.6,23,1,15–30 km,15K-30K,51-55
2731,43,Male,IT,Software Engineer,106750,3,3,4,43,1,2,1,34.9,14,1,30+km,101K-110K,41-45
2732,50,Other,IT,Software Engineer,48872,6,5,3,41,0,4,2,30.8,1,0,30+km,41K-50K,41-45
2733,46,Other,IT,Software Engineer,67271,8,4,4,59,1,5,2,2.2,1,0,0–5 km,61K-70K,56-60
2734,23,Male,Sales,Sales Associate,119821,2,0,5,21,0,2,1,25.8,14,0,15–30 km,111K-120K,21-25
2735,35,Female,HR,HR Executive,93280,8,7,3,56,0,2,1,32.6,12,0,30+km,91K-100K,56-60
2736,38,Male,Admin,Office Assistant,117339,2,2,2,30,1,5,3,11.8,26,0,5–15 km,111K-120K,26-30
2737,52,Male,Accounts,Accounts Officer,77367,2,0,5,24,1,3,2,37.3,13,0,30+km,71K-80K,21-25
2738,50,Other,HR,HR Executive,37371,2,2,2,14,0,5,1,45.9,10,0,30+km,31K-40K,11-15
2739,40,Male,Sales,Sales Associate,69409,2,2,4,23,1,2,3,48.6,23,0,30+km,61K-70K,21-25
2740,25,Male,Sales,Sales Associate,53096,3,2,1,8,0,3,1,27.8,5,1,15–30 km,51K-60K,6-10
2741,25,Female,Accounts,Accounts Officer,76180,9,6,3,59,0,2,4,42.3,7,0,30+km,71K-80K,56-60
2742,38,Female,Admin,Office Assistant,34479,7,3,2,36,0,5,1,42.0,2,0,30+km,31K-40K,36-40
2743,35,Male,HR,HR Executive,16274,2,0,2,59,0,1,2,38.4,29,1,30+km,15K-30K,56-60
2744,33,Female,Sales,Sales Associate,80716,8,0,2,57,1,3,1,13.7,5,1,5–15 km,81K-90K,56-60
2745,33,Female,Accounts,Accounts Officer,91811,8,2,5,43,0,3,1,42.3,0,0,30+km,91K-100K,41-45
2746,48,Male,Sales,Sales Associate,62720,6,1,1,29,0,1,2,12.5,18,1,5–15 km,61K-70K,26-30
2747,29,Female,Sales,Sales Associate,87477,4,0,3,29,0,2,3,32.9,23,1,30+km,81K-90K,26-30
2748,59,Female,HR,HR Executive,28504,5,2,1,7,1,5,2,8.8,19,0,5–15 km,15K-30K,6-10
2749,32,Other,Admin,Office Assistant,29651,8,2,2,24,0,4,1,13.2,16,0,5–15 km,15K-30K,21-25
2750,52,Female,Sales,Sales Associate,36352,2,1,5,60,1,3,4,40.5,29,0,30+km,31K-40K,56-60
2751,51,Female,HR,HR Executive,57596,1,1,5,14,0,5,1,37.8,24,1,30+km,51K-60K,11-15
2752,27,Female,Sales,Sales Associate,19034,6,3,3,38,1,5,3,17.4,1,0,15–30 km,15K-30K,36-40
2753,57,Other,Sales,Sales Associate,50350,7,5,2,5,0,2,3,9.3,17,1,5–15 km,51K-60K,0-5
2754,51,Male,Sales,Sales Associate,97139,5,4,3,28,1,4,4,5.2,3,1,5–15 km,91K-100K,26-30
2755,37,Female,Accounts,Accounts Officer,62648,4,2,4,20,1,3,3,6.7,22,0,5–15 km,61K-70K,16-20
2756,48,Male,Accounts,Accounts Officer,52729,8,8,4,33,1,4,4,49.2,28,0,30+km,51K-60K,31-35
2757,45,Female,IT,Software Engineer,61343,1,0,3,56,0,2,4,10.7,16,0,5–15 km,61K-70K,56-60
2758,24,Female,IT,Software Engineer,65846,9,3,4,14,0,5,3,10.3,27,0,5–15 km,61K-70K,11-15
2759,26,Other,Admin,Office Assistant,59928,8,5,4,39,1,4,4,7.2,27,0,5–15 km,51K-60K,36-40
2760,22,Female,Admin,Office Assistant,54472,7,4,2,35,1,5,3,7.8,4,1,5–15 km,51K-60K,31-35
2761,24,Female,IT,Software Engineer,68291,4,0,4,25,1,2,2,21.8,23,0,15–30 km,61K-70K,21-25
2762,41,Female,Admin,Office Assistant,90664,3,1,1,14,1,4,3,40.2,5,0,30+km,91K-100K,11-15
2763,36,Other,Admin,Office Assistant,69516,9,3,2,40,0,3,4,12.6,21,0,5–15 km,61K-70K,36-40
2764,54,Male,IT,Software Engineer,24145,9,2,2,43,0,2,1,7.5,4,1,5–15 km,15K-30K,41-45
2765,37,Male,Admin,Office Assistant,30057,8,0,2,57,1,3,1,35.3,27,1,30+km,31K-40K,56-60
2766,29,Female,IT,Software Engineer,31358,7,6,2,31,0,1,1,34.2,27,1,30+km,31K-40K,31-35
2767,48,Female,HR,HR Executive,56954,6,2,5,44,0,3,2,43.8,7,0,30+km,51K-60K,41-45
2768,49,Male,Sales,Sales Associate,87991,5,5,4,48,0,2,1,44.6,30,0,30+km,81K-90K,46-50
2769,23,Female,Accounts,Accounts Officer,40880,6,2,2,57,0,3,1,20.4,19,0,15–30 km,41K-50K,56-60
2770,42,Other,Admin,Office Assistant,83776,4,2,4,35,1,4,2,19.2,9,0,15–30 km,81K-90K,31-35
2771,28,Other,Accounts,Accounts Officer,15163,2,2,4,14,0,1,1,42.0,26,0,30+km,15K-30K,11-15
2772,25,Other,Admin,Office Assistant,96571,7,0,4,43,0,4,4,26.4,20,0,15–30 km,91K-100K,41-45
2773,53,Male,Sales,Sales Associate,28033,5,1,2,3,0,4,2,37.0,7,0,30+km,15K-30K,0-5
2774,51,Other,IT,Software Engineer,48755,1,1,2,30,0,1,1,32.8,17,1,30+km,41K-50K,26-30
2775,53,Female,Sales,Sales Associate,58974,8,5,2,12,1,4,3,7.0,10,1,5–15 km,51K-60K,11-15
2776,28,Female,Admin,Office Assistant,17860,7,1,1,16,1,1,3,3.8,4,1,0–5 km,15K-30K,16-20
2777,28,Male,HR,HR Executive,88970,8,3,2,45,0,1,4,18.5,4,1,15–30 km,81K-90K,41-45
2778,25,Female,Admin,Office Assistant,112045,8,0,5,44,0,4,2,5.5,26,0,5–15 km,111K-120K,41-45
2779,60,Female,IT,Software Engineer,116851,10,6,2,59,1,2,1,21.4,8,1,15–30 km,111K-120K,56-60
2780,53,Male,Admin,Office Assistant,49835,6,4,3,59,1,5,3,6.6,6,0,5–15 km,41K-50K,56-60
2781,27,Other,Accounts,Accounts Officer,78933,6,1,5,31,1,4,1,6.7,30,1,5–15 km,71K-80K,31-35
2782,26,Female,Admin,Office Assistant,104563,9,9,4,20,0,5,3,1.5,6,0,0–5 km,101K-110K,16-20
2783,35,Other,IT,Software Engineer,42223,5,0,2,0,0,1,1,45.8,30,1,30+km,41K-50K,0-5
2784,31,Female,HR,HR Executive,100447,3,0,3,7,0,1,3,14.9,13,0,5–15 km,101K-110K,6-10
2785,41,Female,IT,Software Engineer,58807,2,2,3,3,0,4,2,4.9,29,1,0–5 km,51K-60K,0-5
2786,35,Other,HR,HR Executive,28593,5,5,5,11,1,2,1,19.6,26,1,15–30 km,15K-30K,11-15
2787,55,Other,Sales,Sales Associate,98620,5,0,5,24,1,1,1,37.9,2,1,30+km,91K-100K,21-25
2788,50,Female,Accounts,Accounts Officer,29816,9,9,4,44,1,1,1,12.2,25,1,5–15 km,15K-30K,41-45
2789,60,Other,IT,Software Engineer,116817,3,3,3,38,1,1,3,31.4,8,1,30+km,111K-120K,36-40
2790,50,Other,Admin,Office Assistant,104326,2,0,2,60,1,5,2,14.2,0,0,5–15 km,101K-110K,56-60
2791,50,Female,Sales,Sales Associate,100680,2,1,1,50,1,4,2,15.7,19,0,15–30 km,101K-110K,46-50
2792,56,Female,IT,Software Engineer,80156,3,1,5,30,0,3,2,49.9,0,0,30+km,81K-90K,26-30
2793,28,Female,Accounts,Accounts Officer,93561,1,0,5,9,0,3,1,45.5,7,1,30+km,91K-100K,6-10
2794,49,Male,Sales,Sales Associate,34800,9,8,2,52,0,2,4,18.7,18,1,15–30 km,31K-40K,51-55
2795,36,Male,Sales,Sales Associate,47804,2,2,1,40,0,5,1,10.5,6,1,5–15 km,41K-50K,36-40
2796,27,Other,IT,Software Engineer,106817,3,3,4,31,0,3,3,6.4,2,0,5–15 km,101K-110K,31-35
2797,37,Other,HR,HR Executive,53082,4,1,1,19,0,3,2,26.8,19,1,15–30 km,51K-60K,16-20
2798,26,Other,Admin,Office Assistant,88493,9,7,3,47,1,4,1,43.4,18,1,30+km,81K-90K,46-50
2799,39,Male,HR,HR Executive,79376,4,2,5,33,1,2,2,5.8,1,0,5–15 km,71K-80K,31-35
2800,31,Other,IT,Software Engineer,117513,3,0,3,53,0,5,4,47.0,8,0,30+km,111K-120K,51-55
2801,51,Male,IT,Software Engineer,102175,1,1,2,1,1,4,2,10.8,4,1,5–15 km,101K-110K,0-5
2802,51,Male,IT,Software Engineer,69856,3,3,3,13,1,5,1,49.0,24,0,30+km,61K-70K,11-15
2803,28,Male,HR,HR Executive,64847,8,5,5,37,1,2,2,27.8,23,0,15–30 km,61K-70K,36-40
2804,53,Female,Accounts,Accounts Officer,68600,8,7,5,44,1,3,1,38.3,24,1,30+km,61K-70K,41-45
2805,48,Male,IT,Software Engineer,72546,8,0,5,55,1,5,3,29.1,19,0,15–30 km,71K-80K,51-55
2806,29,Male,Accounts,Accounts Officer,97646,2,2,2,26,0,2,2,12.7,23,0,5–15 km,91K-100K,26-30
2807,44,Male,Sales,Sales Associate,47985,10,6,2,33,0,2,2,24.4,28,0,15–30 km,41K-50K,31-35
2808,60,Other,IT,Software Engineer,24422,9,7,1,26,0,4,1,26.6,11,1,15–30 km,15K-30K,26-30
2809,43,Male,Admin,Office Assistant,100755,10,0,3,54,0,5,4,15.4,5,0,15–30 km,101K-110K,51-55
2810,60,Other,Accounts,Accounts Officer,41775,6,6,2,49,0,4,4,11.7,28,0,5–15 km,41K-50K,46-50
2811,50,Female,Accounts,Accounts Officer,56682,3,0,3,16,1,3,2,18.6,4,0,15–30 km,51K-60K,16-20
2812,33,Male,Admin,Office Assistant,55672,9,6,4,27,1,5,4,21.9,18,1,15–30 km,51K-60K,26-30
2813,24,Other,Sales,Sales Associate,90772,4,4,3,29,1,2,2,45.0,9,0,30+km,91K-100K,26-30
2814,59,Male,HR,HR Executive,66714,7,2,5,37,0,3,2,1.7,16,0,0–5 km,61K-70K,36-40
2815,49,Female,Sales,Sales Associate,77505,1,0,3,19,1,1,2,31.8,25,0,30+km,71K-80K,16-20
2816,28,Male,Accounts,Accounts Officer,101984,4,4,5,9,1,3,2,21.3,14,0,15–30 km,101K-110K,6-10
2817,25,Male,IT,Software Engineer,101250,6,0,4,44,1,1,1,1.2,27,1,0–5 km,101K-110K,41-45
2818,35,Other,Sales,Sales Associate,115716,5,4,2,18,0,1,1,2.1,1,0,0–5 km,111K-120K,16-20
2819,59,Other,Sales,Sales Associate,100242,3,2,3,25,0,1,1,16.4,12,0,15–30 km,101K-110K,21-25
2820,50,Other,IT,Software Engineer,87273,7,4,5,33,1,2,2,20.2,21,0,15–30 km,81K-90K,31-35
2821,38,Female,Sales,Sales Associate,66496,9,8,1,36,0,1,4,47.3,1,1,30+km,61K-70K,36-40
2822,45,Other,Accounts,Accounts Officer,44859,4,1,4,60,0,3,1,39.5,16,0,30+km,41K-50K,56-60
2823,39,Male,HR,HR Executive,117824,2,0,4,59,0,4,3,14.8,3,0,5–15 km,111K-120K,56-60
2824,57,Other,HR,HR Executive,104687,8,4,4,37,1,3,1,40.4,11,1,30+km,101K-110K,36-40
2825,24,Female,Admin,Office Assistant,45571,9,7,5,18,1,1,4,14.9,0,0,5–15 km,41K-50K,16-20
2826,49,Other,IT,Software Engineer,60563,2,0,4,17,1,2,1,8.9,12,1,5–15 km,61K-70K,16-20
2827,40,Female,Sales,Sales Associate,38843,8,5,4,49,0,3,4,30.8,15,0,30+km,31K-40K,46-50
2828,46,Male,Sales,Sales Associate,44588,2,1,3,0,0,4,1,36.8,7,0,30+km,41K-50K,0-5
2829,47,Male,IT,Software Engineer,36591,5,2,1,9,1,3,4,11.3,10,0,5–15 km,31K-40K,6-10
2830,37,Other,HR,HR Executive,48074,1,1,2,33,1,4,2,27.4,25,1,15–30 km,41K-50K,31-35
2831,31,Female,Sales,Sales Associate,31997,8,7,1,16,1,4,1,6.2,11,1,5–15 km,31K-40K,16-20
2832,60,Female,Accounts,Accounts Officer,15092,9,0,4,38,1,1,2,3.5,5,0,0–5 km,15K-30K,36-40
2833,32,Other,HR,HR Executive,19374,8,8,2,49,0,1,1,7.1,12,1,5–15 km,15K-30K,46-50
2834,29,Male,Sales,Sales Associate,59785,2,2,2,60,0,5,3,22.7,13,0,15–30 km,51K-60K,56-60
2835,24,Other,HR,HR Executive,117096,7,0,2,53,0,5,1,4.4,18,0,0–5 km,111K-120K,51-55
2836,26,Male,Admin,Office Assistant,74816,8,0,3,17,1,4,2,48.9,9,0,30+km,71K-80K,16-20
2837,52,Female,Admin,Office Assistant,69086,4,1,3,22,1,5,4,30.9,7,1,30+km,61K-70K,21-25
2838,50,Female,Sales,Sales Associate,77932,3,0,2,44,0,3,1,38.9,21,0,30+km,71K-80K,41-45
2839,49,Female,Admin,Office Assistant,28941,7,6,3,13,1,1,3,49.5,22,1,30+km,15K-30K,11-15
2840,44,Other,HR,HR Executive,63650,2,1,4,44,0,4,2,47.6,6,1,30+km,61K-70K,41-45
2841,38,Other,Sales,Sales Associate,61801,7,2,5,36,0,3,1,24.8,5,0,15–30 km,61K-70K,36-40
2842,35,Female,HR,HR Executive,78022,8,3,4,7,0,5,2,16.6,29,0,15–30 km,71K-80K,6-10
2843,57,Female,Sales,Sales Associate,92200,7,3,4,47,0,5,4,29.3,6,0,15–30 km,91K-100K,46-50
2844,33,Male,Sales,Sales Associate,81814,4,1,5,13,0,1,2,9.1,4,0,5–15 km,81K-90K,11-15
2845,44,Female,Sales,Sales Associate,88216,5,3,3,20,1,3,1,40.5,30,1,30+km,81K-90K,16-20
2846,43,Other,Admin,Office Assistant,66197,8,2,3,11,1,5,4,17.0,25,0,15–30 km,61K-70K,11-15
2847,49,Other,Accounts,Accounts Officer,36095,2,1,2,12,1,4,1,26.9,7,1,15–30 km,31K-40K,11-15
2848,60,Female,Admin,Office Assistant,55020,5,3,3,26,0,5,2,5.9,6,1,5–15 km,51K-60K,26-30
2849,57,Male,IT,Software Engineer,43005,9,2,4,53,0,4,1,14.1,16,0,5–15 km,41K-50K,51-55
2850,35,Female,HR,HR Executive,80240,4,0,1,37,1,2,2,43.1,13,1,30+km,81K-90K,36-40
2851,31,Female,Accounts,Accounts Officer,115771,1,1,1,43,0,3,3,44.9,28,0,30+km,111K-120K,41-45
2852,38,Male,Sales,Sales Associate,88491,2,0,5,43,0,1,3,46.6,5,1,30+km,81K-90K,41-45
2853,56,Male,Sales,Sales Associate,85713,2,0,5,56,0,5,3,33.8,4,0,30+km,81K-90K,56-60
2854,25,Female,Admin,Office Assistant,77092,3,3,2,58,1,3,4,41.0,8,0,30+km,71K-80K,56-60
2855,56,Male,HR,HR Executive,93557,9,6,1,46,0,1,1,29.1,12,1,15–30 km,91K-100K,46-50
2856,53,Male,IT,Software Engineer,19860,9,3,1,9,0,2,1,19.9,22,1,15–30 km,15K-30K,6-10
2857,60,Other,Sales,Sales Associate,57137,3,0,5,44,0,3,3,5.1,16,0,5–15 km,51K-60K,41-45
2858,40,Other,Accounts,Accounts Officer,27069,2,0,4,17,0,3,1,44.1,29,0,30+km,15K-30K,16-20
2859,46,Male,Sales,Sales Associate,31674,1,1,5,2,0,3,1,47.4,5,1,30+km,31K-40K,0-5
2860,31,Other,Sales,Sales Associate,113935,6,3,3,3,0,2,4,41.9,16,0,30+km,111K-120K,0-5
2861,59,Male,Sales,Sales Associate,84041,6,0,1,26,0,2,1,4.4,5,1,0–5 km,81K-90K,26-30
2862,42,Female,Accounts,Accounts Officer,84844,1,1,5,18,0,1,3,24.5,30,0,15–30 km,81K-90K,16-20
2863,26,Other,Admin,Office Assistant,76995,10,5,3,22,0,2,4,13.2,6,1,5–15 km,71K-80K,21-25
2864,40,Other,Accounts,Accounts Officer,107293,3,0,4,13,0,1,3,17.5,23,0,15–30 km,101K-110K,11-15
2865,49,Female,Admin,Office Assistant,56623,9,1,2,0,1,5,2,25.8,29,0,15–30 km,51K-60K,0-5
2866,42,Other,Accounts,Accounts Officer,51991,4,2,4,12,0,4,4,10.3,11,0,5–15 km,51K-60K,11-15
2867,56,Female,HR,HR Executive,94219,8,8,1,42,1,3,4,28.9,4,0,15–30 km,91K-100K,41-45
2868,22,Male,Admin,Office Assistant,115505,5,4,5,10,0,1,1,8.3,7,0,5–15 km,111K-120K,6-10
2869,22,Female,IT,Software Engineer,18732,8,1,4,46,0,5,4,34.8,16,0,30+km,15K-30K,46-50
2870,56,Other,Accounts,Accounts Officer,29413,10,6,2,14,1,3,4,3.3,19,0,0–5 km,15K-30K,11-15
2871,56,Male,Sales,Sales Associate,53241,2,0,2,53,1,4,4,20.9,19,0,15–30 km,51K-60K,51-55
2872,52,Male,HR,HR Executive,108845,4,0,3,25,1,5,2,44.0,7,1,30+km,101K-110K,21-25
2873,45,Male,Accounts,Accounts Officer,103166,4,4,3,13,1,1,3,8.3,2,0,5–15 km,101K-110K,11-15
2874,56,Female,HR,HR Executive,18057,3,1,1,33,0,2,3,49.0,3,1,30+km,15K-30K,31-35
2875,50,Other,Sales,Sales Associate,84071,10,2,3,8,0,5,2,29.9,18,0,15–30 km,81K-90K,6-10
2876,58,Male,Accounts,Accounts Officer,72844,5,4,1,28,1,1,1,38.9,20,0,30+km,71K-80K,26-30
2877,31,Female,Accounts,Accounts Officer,38219,7,4,2,8,0,3,4,36.7,7,0,30+km,31K-40K,6-10
2878,56,Male,Accounts,Accounts Officer,107972,9,4,3,59,0,2,3,17.5,26,0,15–30 km,101K-110K,56-60
2879,53,Other,Sales,Sales Associate,43859,5,0,1,34,0,5,3,44.7,17,0,30+km,41K-50K,31-35
2880,35,Other,HR,HR Executive,51014,8,7,3,52,1,4,3,23.6,15,0,15–30 km,51K-60K,51-55
2881,29,Other,HR,HR Executive,96731,7,3,1,31,1,3,2,22.4,7,0,15–30 km,91K-100K,31-35
2882,34,Female,IT,Software Engineer,52122,4,0,2,34,0,1,3,38.4,21,1,30+km,51K-60K,31-35
2883,56,Male,Sales,Sales Associate,24249,5,1,4,24,1,1,2,47.2,0,0,30+km,15K-30K,21-25
2884,32,Other,IT,Software Engineer,104267,10,1,2,14,0,1,1,39.9,19,0,30+km,101K-110K,11-15
2885,44,Other,Sales,Sales Associate,44245,10,7,3,54,0,3,3,16.4,22,0,15–30 km,41K-50K,51-55
2886,27,Female,HR,HR Executive,81571,9,3,2,12,0,4,4,9.3,12,1,5–15 km,81K-90K,11-15
2887,25,Female,IT,Software Engineer,81301,8,2,4,58,1,1,1,32.9,26,0,30+km,81K-90K,56-60
2888,42,Female,HR,HR Executive,43801,3,2,4,4,1,3,1,10.1,12,1,5–15 km,41K-50K,0-5
2889,51,Male,Admin,Office Assistant,85254,2,0,2,24,1,2,3,47.7,18,1,30+km,81K-90K,21-25
2890,43,Other,IT,Software Engineer,18581,8,3,4,28,1,1,2,18.1,28,0,15–30 km,15K-30K,26-30
2891,25,Female,Admin,Office Assistant,70632,8,8,4,18,0,3,2,42.2,17,0,30+km,71K-80K,16-20
2892,42,Male,Admin,Office Assistant,98622,8,5,5,10,1,1,1,18.6,10,1,15–30 km,91K-100K,6-10
2893,53,Other,HR,HR Executive,94258,7,1,2,51,0,5,1,9.3,18,1,5–15 km,91K-100K,51-55
2894,60,Female,Sales,Sales Associate,104963,2,0,1,42,1,3,1,46.1,20,1,30+km,101K-110K,41-45
2895,46,Other,Accounts,Accounts Officer,55172,6,5,5,57,0,4,1,8.9,27,0,5–15 km,51K-60K,56-60
2896,27,Male,Accounts,Accounts Officer,111109,4,2,5,21,1,3,3,26.8,20,0,15–30 km,111K-120K,21-25
2897,50,Female,Admin,Office Assistant,53804,8,7,2,18,1,4,1,44.8,19,1,30+km,51K-60K,16-20
2898,29,Male,IT,Software Engineer,41306,7,6,4,27,0,2,3,11.7,22,0,5–15 km,41K-50K,26-30
2899,46,Male,Sales,Sales Associate,33181,3,3,1,46,1,4,2,3.1,11,0,0–5 km,31K-40K,46-50
2900,29,Other,HR,HR Executive,82398,4,2,3,42,0,2,1,16.2,8,1,15–30 km,81K-90K,41-45
2901,56,Other,HR,HR Executive,81314,2,2,5,51,0,4,1,19.5,1,0,15–30 km,81K-90K,51-55
2902,26,Female,Sales,Sales Associate,23211,4,4,1,35,1,5,4,9.3,8,0,5–15 km,15K-30K,31-35
2903,57,Male,Sales,Sales Associate,95544,2,2,1,43,1,5,4,20.4,1,0,15–30 km,91K-100K,41-45
2904,56,Female,HR,HR Executive,106629,10,0,4,47,1,5,1,21.2,15,1,15–30 km,101K-110K,46-50
2905,42,Other,IT,Software Engineer,95915,1,1,5,28,0,2,4,38.3,1,0,30+km,91K-100K,26-30
2906,57,Male,Accounts,Accounts Officer,64502,8,0,1,35,0,2,4,25.0,30,1,15–30 km,61K-70K,31-35
2907,24,Female,Sales,Sales Associate,47927,6,2,2,19,1,3,4,40.2,6,0,30+km,41K-50K,16-20
2908,33,Female,Sales,Sales Associate,107943,7,0,2,33,1,5,1,47.6,8,0,30+km,101K-110K,31-35
2909,50,Other,Accounts,Accounts Officer,77608,2,2,4,7,0,2,4,11.8,0,1,5–15 km,71K-80K,6-10
2910,47,Other,HR,HR Executive,30919,7,6,5,26,0,3,1,33.9,9,1,30+km,31K-40K,26-30
